IDCJAC0009,070351,2008,01,01,,,
IDCJAC0009,070351,2008,01,02,,,
IDCJAC0009,070351,2008,01,03,,,
IDCJAC0009,070351,2008,01,04,,,
IDCJAC0009,070351,2008,01,05,,,
IDCJAC0009,070351,2008,01,06,,,
IDCJAC0009,070351,2008,01,07,,,
IDCJAC0009,070351,2008,01,08,,,
IDCJAC0009,070351,2008,01,09,,,
IDCJAC0009,070351,2008,01,10,,,
IDCJAC0009,070351,2008,01,11,,,
IDCJAC0009,070351,2008,01,12,,,
IDCJAC0009,070351,2008,01,13,,,
IDCJAC0009,070351,2008,01,14,,,
IDCJAC0009,070351,2008,01,15,,,
IDCJAC0009,070351,2008,01,16,,,
IDCJAC0009,070351,2008,01,17,,,
IDCJAC0009,070351,2008,01,18,,,
IDCJAC0009,070351,2008,01,19,,,
IDCJAC0009,070351,2008,01,20,,,
IDCJAC0009,070351,2008,01,21,,,
IDCJAC0009,070351,2008,01,22,,,
IDCJAC0009,070351,2008,01,23,,,
IDCJAC0009,070351,2008,01,24,,,
IDCJAC0009,070351,2008,01,25,,,
IDCJAC0009,070351,2008,01,26,,,
IDCJAC0009,070351,2008,01,27,,,
IDCJAC0009,070351,2008,01,28,,,
IDCJAC0009,070351,2008,01,29,,,
IDCJAC0009,070351,2008,01,30,,,
IDCJAC0009,070351,2008,01,31,,,
IDCJAC0009,070351,2008,02,01,,,
IDCJAC0009,070351,2008,02,02,,,
IDCJAC0009,070351,2008,02,03,,,
IDCJAC0009,070351,2008,02,04,,,
IDCJAC0009,070351,2008,02,05,,,
IDCJAC0009,070351,2008,02,06,,,
IDCJAC0009,070351,2008,02,07,,,
IDCJAC0009,070351,2008,02,08,,,
IDCJAC0009,070351,2008,02,09,,,
IDCJAC0009,070351,2008,02,10,,,
IDCJAC0009,070351,2008,02,11,,,
IDCJAC0009,070351,2008,02,12,,,
IDCJAC0009,070351,2008,02,13,,,
IDCJAC0009,070351,2008,02,14,,,
IDCJAC0009,070351,2008,02,15,,,
IDCJAC0009,070351,2008,02,16,,,
IDCJAC0009,070351,2008,02,17,,,
IDCJAC0009,070351,2008,02,18,,,
IDCJAC0009,070351,2008,02,19,,,
IDCJAC0009,070351,2008,02,20,,,
IDCJAC0009,070351,2008,02,21,,,
IDCJAC0009,070351,2008,02,22,,,
IDCJAC0009,070351,2008,02,23,,,
IDCJAC0009,070351,2008,02,24,,,
IDCJAC0009,070351,2008,02,25,,,
IDCJAC0009,070351,2008,02,26,,,
IDCJAC0009,070351,2008,02,27,,,
IDCJAC0009,070351,2008,02,28,,,
IDCJAC0009,070351,2008,02,29,,,
IDCJAC0009,070351,2008,03,01,,,
IDCJAC0009,070351,2008,03,02,,,
IDCJAC0009,070351,2008,03,03,,,
IDCJAC0009,070351,2008,03,04,,,
IDCJAC0009,070351,2008,03,05,,,
IDCJAC0009,070351,2008,03,06,,,
IDCJAC0009,070351,2008,03,07,,,
IDCJAC0009,070351,2008,03,08,,,
IDCJAC0009,070351,2008,03,09,,,
IDCJAC0009,070351,2008,03,10,,,
IDCJAC0009,070351,2008,03,11,,,
IDCJAC0009,070351,2008,03,12,,,
IDCJAC0009,070351,2008,03,13,,,
IDCJAC0009,070351,2008,03,14,,,
IDCJAC0009,070351,2008,03,15,,,
IDCJAC0009,070351,2008,03,16,,,
IDCJAC0009,070351,2008,03,17,,,
IDCJAC0009,070351,2008,03,18,,,
IDCJAC0009,070351,2008,03,19,,,
IDCJAC0009,070351,2008,03,20,,,
IDCJAC0009,070351,2008,03,21,,,
IDCJAC0009,070351,2008,03,22,,,
IDCJAC0009,070351,2008,03,23,,,
IDCJAC0009,070351,2008,03,24,,,
IDCJAC0009,070351,2008,03,25,,,
IDCJAC0009,070351,2008,03,26,,,
IDCJAC0009,070351,2008,03,27,,,
IDCJAC0009,070351,2008,03,28,,,
IDCJAC0009,070351,2008,03,29,,,
IDCJAC0009,070351,2008,03,30,,,
IDCJAC0009,070351,2008,03,31,,,
IDCJAC0009,070351,2008,04,01,,,
IDCJAC0009,070351,2008,04,02,,,
IDCJAC0009,070351,2008,04,03,,,
IDCJAC0009,070351,2008,04,04,,,
IDCJAC0009,070351,2008,04,05,,,
IDCJAC0009,070351,2008,04,06,,,
IDCJAC0009,070351,2008,04,07,,,
IDCJAC0009,070351,2008,04,08,,,
IDCJAC0009,070351,2008,04,09,,,
IDCJAC0009,070351,2008,04,10,,,
IDCJAC0009,070351,2008,04,11,,,
IDCJAC0009,070351,2008,04,12,,,
IDCJAC0009,070351,2008,04,13,,,
IDCJAC0009,070351,2008,04,14,,,
IDCJAC0009,070351,2008,04,15,,,
IDCJAC0009,070351,2008,04,16,,,
IDCJAC0009,070351,2008,04,17,,,
IDCJAC0009,070351,2008,04,18,,,
IDCJAC0009,070351,2008,04,19,,,
IDCJAC0009,070351,2008,04,20,,,
IDCJAC0009,070351,2008,04,21,,,
IDCJAC0009,070351,2008,04,22,,,
IDCJAC0009,070351,2008,04,23,,,
IDCJAC0009,070351,2008,04,24,,,
IDCJAC0009,070351,2008,04,25,,,
IDCJAC0009,070351,2008,04,26,,,
IDCJAC0009,070351,2008,04,27,,,
IDCJAC0009,070351,2008,04,28,,,
IDCJAC0009,070351,2008,04,29,,,
IDCJAC0009,070351,2008,04,30,,,
IDCJAC0009,070351,2008,05,01,,,
IDCJAC0009,070351,2008,05,02,,,
IDCJAC0009,070351,2008,05,03,,,
IDCJAC0009,070351,2008,05,04,,,
IDCJAC0009,070351,2008,05,05,,,
IDCJAC0009,070351,2008,05,06,,,
IDCJAC0009,070351,2008,05,07,,,
IDCJAC0009,070351,2008,05,08,,,
IDCJAC0009,070351,2008,05,09,,,
IDCJAC0009,070351,2008,05,10,,,
IDCJAC0009,070351,2008,05,11,,,
IDCJAC0009,070351,2008,05,12,,,
IDCJAC0009,070351,2008,05,13,,,
IDCJAC0009,070351,2008,05,14,,,
IDCJAC0009,070351,2008,05,15,,,
IDCJAC0009,070351,2008,05,16,,,
IDCJAC0009,070351,2008,05,17,,,
IDCJAC0009,070351,2008,05,18,,,
IDCJAC0009,070351,2008,05,19,,,
IDCJAC0009,070351,2008,05,20,,,
IDCJAC0009,070351,2008,05,21,,,
IDCJAC0009,070351,2008,05,22,,,
IDCJAC0009,070351,2008,05,23,,,
IDCJAC0009,070351,2008,05,24,,,
IDCJAC0009,070351,2008,05,25,,,
IDCJAC0009,070351,2008,05,26,,,
IDCJAC0009,070351,2008,05,27,,,
IDCJAC0009,070351,2008,05,28,,,
IDCJAC0009,070351,2008,05,29,,,
IDCJAC0009,070351,2008,05,30,,,
IDCJAC0009,070351,2008,05,31,,,
IDCJAC0009,070351,2008,06,01,,,
IDCJAC0009,070351,2008,06,02,,,
IDCJAC0009,070351,2008,06,03,,,
IDCJAC0009,070351,2008,06,04,,,
IDCJAC0009,070351,2008,06,05,,,
IDCJAC0009,070351,2008,06,06,,,
IDCJAC0009,070351,2008,06,07,,,
IDCJAC0009,070351,2008,06,08,,,
IDCJAC0009,070351,2008,06,09,,,
IDCJAC0009,070351,2008,06,10,,,
